count,command,pushing_to_server_required
49078,Registered Authentication Agent,yes
49079,"apparmor=""DENIED""",yes
49080,session closed,no
49081,session opened,yes
49082,Changed attributes:,yes
49083,The Secret Service was already initialized,yes
49084,session opened,yes
49085,The Secret Service was already initialized,yes
49086,Removed session,no
49087,Accepted password for root from ,yes
49088,The Secret Service was already initialized,yes
49089,Changed attributes:,yes
49090,"apparmor=""DENIED""",yes
49091,Changed attributes:,yes
49092,Removed session,no
49093,Accepted password for root from ,yes
49094,is owned by root and has written permissions to anyone,yes
49095,The Secret Service was already initialized,yes
49096,Accepted password for root from ,yes
49097,Removed session,no
49098,Accepted password for root from ,yes
49099,Accepted password for root from ,yes
49100,session opened,yes
49101,The Secret Service was already initialized,yes
49102,Accepted password for root from ,yes
49103,session opened,yes
49104,Accepted password for root from ,yes
49105,Registered Authentication Agent,yes
49106,The SSH agent was already initialized,no
49107,Registered Authentication Agent,yes
49108,Accepted password for root from ,yes
49109,The SSH agent was already initialized,no
49110,Registered Authentication Agent,yes
49111,Removed session,no
49112,"apparmor=""DENIED""",yes
49113,The SSH agent was already initialized,no
49114,Accepted password for root from ,yes
49115,session opened,yes
49116,Accepted password for root from ,yes
49117,Removed session,no
49118,USER=root ; COMMAND=,yes
49119,session opened,yes
49120,USER=root ; COMMAND=,yes
49121,is owned by root and has written permissions to anyone,yes
49122,The SSH agent was already initialized,no
49123,session closed,no
49124,Registered Authentication Agent,yes
49125,Accepted password for root from ,yes
49126,Changed attributes:,yes
49127,Accepted password for root from ,yes
49128,"apparmor=""DENIED""",yes
49129,Changed attributes:,yes
49130,session opened,yes
49131,The Secret Service was already initialized,yes
49132,"apparmor=""DENIED""",yes
49133,Registered Authentication Agent,yes
49134,The SSH agent was already initialized,no
49135,Removed session,no
49136,Removed session,no
49137,Accepted password for root from ,yes
49138,"apparmor=""DENIED""",yes
49139,Changed attributes:,yes
49140,"apparmor=""DENIED""",yes
49141,Registered Authentication Agent,yes
49142,Removed session,no
49143,"apparmor=""DENIED""",yes
49144,Accepted password for root from ,yes
49145,USER=root ; COMMAND=,yes
49146,Changed attributes:,yes
49147,Removed session,no
49148,The SSH agent was already initialized,no
49149,"apparmor=""DENIED""",yes
49150,Changed attributes:,yes
49151,session opened,yes
49152,Removed session,no
49153,USER=root ; COMMAND=,yes
49154,Accepted password for root from ,yes
49155,is owned by root and has written permissions to anyone,yes
49156,session opened,yes
49157,The SSH agent was already initialized,no
49158,session closed,no
49159,is owned by root and has written permissions to anyone,yes
49160,session closed,no
49161,Removed session,no
49162,is owned by root and has written permissions to anyone,yes
49163,session opened,yes
49164,Registered Authentication Agent,yes
49165,Removed session,no
49166,is owned by root and has written permissions to anyone,yes
49167,Registered Authentication Agent,yes
49168,Removed session,no
49169,Removed session,no
49170,USER=root ; COMMAND=,yes
49171,session closed,no
49172,Accepted password for root from ,yes
49173,Changed attributes:,yes
49174,"apparmor=""DENIED""",yes
49175,session opened,yes
49176,The Secret Service was already initialized,yes
49177,session opened,yes
49178,Accepted password for root from ,yes
49179,USER=root ; COMMAND=,yes
49180,session opened,yes
49181,Changed attributes:,yes
49182,is owned by root and has written permissions to anyone,yes
49183,"apparmor=""DENIED""",yes
49184,"apparmor=""DENIED""",yes
49185,Removed session,no
49186,Registered Authentication Agent,yes
49187,Removed session,no
49188,The Secret Service was already initialized,yes
49189,Accepted password for root from ,yes
49190,Accepted password for root from ,yes
49191,is owned by root and has written permissions to anyone,yes
49192,Registered Authentication Agent,yes
49193,Removed session,no
49194,session opened,yes
49195,"apparmor=""DENIED""",yes
49196,The SSH agent was already initialized,no
49197,Registered Authentication Agent,yes
49198,Registered Authentication Agent,yes
49199,Accepted password for root from ,yes
49200,Changed attributes:,yes
49201,The SSH agent was already initialized,no
49202,Accepted password for root from ,yes
49203,"apparmor=""DENIED""",yes
49204,session opened,yes
49205,Registered Authentication Agent,yes
49206,is owned by root and has written permissions to anyone,yes
49207,session opened,yes
49208,Removed session,no
49209,is owned by root and has written permissions to anyone,yes
49210,"apparmor=""DENIED""",yes
49211,The SSH agent was already initialized,no
49212,The Secret Service was already initialized,yes
49213,is owned by root and has written permissions to anyone,yes
49214,Changed attributes:,yes
49215,Registered Authentication Agent,yes
49216,Removed session,no
49217,session closed,no
49218,is owned by root and has written permissions to anyone,yes
49219,Registered Authentication Agent,yes
49220,session closed,no
49221,session opened,yes
49222,Removed session,no
49223,"apparmor=""DENIED""",yes
49224,is owned by root and has written permissions to anyone,yes
49225,The Secret Service was already initialized,yes
49226,session opened,yes
49227,session opened,yes
49228,session opened,yes
49229,Removed session,no
49230,"apparmor=""DENIED""",yes
49231,"apparmor=""DENIED""",yes
49232,Accepted password for root from ,yes
49233,USER=root ; COMMAND=,yes
49234,"apparmor=""DENIED""",yes
49235,session opened,yes
49236,Registered Authentication Agent,yes
49237,Registered Authentication Agent,yes
49238,Accepted password for root from ,yes
49239,Removed session,no
49240,Registered Authentication Agent,yes
49241,"apparmor=""DENIED""",yes
49242,session closed,no
49243,USER=root ; COMMAND=,yes
49244,The Secret Service was already initialized,yes
49245,Removed session,no
49246,Removed session,no
49247,Registered Authentication Agent,yes
49248,Removed session,no
49249,Changed attributes:,yes
49250,session opened,yes
49251,"apparmor=""DENIED""",yes
49252,Removed session,no
49253,Changed attributes:,yes
49254,USER=root ; COMMAND=,yes
49255,Accepted password for root from ,yes
49256,The SSH agent was already initialized,no
49257,The Secret Service was already initialized,yes
49258,is owned by root and has written permissions to anyone,yes
49259,is owned by root and has written permissions to anyone,yes
49260,Accepted password for root from ,yes
49261,Removed session,no
49262,Accepted password for root from ,yes
49263,session opened,yes
49264,session closed,no
49265,"apparmor=""DENIED""",yes
49266,Changed attributes:,yes
49267,Accepted password for root from ,yes
49268,Removed session,no
49269,USER=root ; COMMAND=,yes
49270,Accepted password for root from ,yes
49271,session closed,no
49272,session opened,yes
49273,Changed attributes:,yes
49274,Removed session,no
49275,Registered Authentication Agent,yes
49276,The SSH agent was already initialized,no
49277,The Secret Service was already initialized,yes
49278,"apparmor=""DENIED""",yes
49279,Removed session,no
49280,"apparmor=""DENIED""",yes
49281,Removed session,no
49282,"apparmor=""DENIED""",yes
49283,Accepted password for root from ,yes
49284,Changed attributes:,yes
49285,Changed attributes:,yes
49286,"apparmor=""DENIED""",yes
49287,Accepted password for root from ,yes
49288,session opened,yes
49289,The SSH agent was already initialized,no
49290,USER=root ; COMMAND=,yes
49291,Changed attributes:,yes
49292,Registered Authentication Agent,yes
49293,Removed session,no
49294,Removed session,no
49295,The SSH agent was already initialized,no
49296,session opened,yes
49297,The SSH agent was already initialized,no
49298,Accepted password for root from ,yes
49299,The SSH agent was already initialized,no
49300,"apparmor=""DENIED""",yes
49301,session opened,yes
49302,Changed attributes:,yes
49303,"apparmor=""DENIED""",yes
49304,Removed session,no
49305,The Secret Service was already initialized,yes
49306,The Secret Service was already initialized,yes
49307,"apparmor=""DENIED""",yes
49308,session opened,yes
49309,The SSH agent was already initialized,no
49310,Removed session,no
49311,The Secret Service was already initialized,yes
49312,Changed attributes:,yes
49313,USER=root ; COMMAND=,yes
49314,"apparmor=""DENIED""",yes
49315,Changed attributes:,yes
49316,Removed session,no
49317,"apparmor=""DENIED""",yes
49318,USER=root ; COMMAND=,yes
49319,"apparmor=""DENIED""",yes
49320,Removed session,no
49321,session opened,yes
49322,Accepted password for root from ,yes
49323,Removed session,no
49324,USER=root ; COMMAND=,yes
49325,Accepted password for root from ,yes
49326,Accepted password for root from ,yes
49327,Changed attributes:,yes
49328,is owned by root and has written permissions to anyone,yes
49329,Removed session,no
49330,Changed attributes:,yes
49331,Accepted password for root from ,yes
49332,Registered Authentication Agent,yes
49333,session opened,yes
49334,"apparmor=""DENIED""",yes
49335,session opened,yes
49336,Removed session,no
49337,USER=root ; COMMAND=,yes
49338,is owned by root and has written permissions to anyone,yes
49339,is owned by root and has written permissions to anyone,yes
49340,Removed session,no
49341,Changed attributes:,yes
49342,The SSH agent was already initialized,no
49343,Accepted password for root from ,yes
49344,USER=root ; COMMAND=,yes
49345,session opened,yes
49346,Removed session,no
49347,Changed attributes:,yes
49348,"apparmor=""DENIED""",yes
49349,The Secret Service was already initialized,yes
49350,session closed,no
49351,session opened,yes
49352,Accepted password for root from ,yes
49353,Registered Authentication Agent,yes
49354,Accepted password for root from ,yes
49355,The SSH agent was already initialized,no
49356,USER=root ; COMMAND=,yes
49357,The Secret Service was already initialized,yes
49358,Accepted password for root from ,yes
49359,session opened,yes
49360,Accepted password for root from ,yes
49361,Changed attributes:,yes
49362,Changed attributes:,yes
49363,Removed session,no
49364,USER=root ; COMMAND=,yes
49365,"apparmor=""DENIED""",yes
49366,Removed session,no
49367,"apparmor=""DENIED""",yes
49368,The Secret Service was already initialized,yes
49369,The Secret Service was already initialized,yes
49370,Accepted password for root from ,yes
